"","id","site","year","trt","hatch","alive","yday"
"604","12b15","12",2015,1,192,1,195
"605","12b15","12",2015,1,192,1,196
"606","12b15","12",2015,1,192,1,197
"607","12b15","12",2015,1,192,1,198
"608","12b15","12",2015,1,192,1,199
"609","12b15","12",2015,1,192,1,200
"610","12b15","12",2015,1,192,1,201
"611","12b15","12",2015,1,192,1,202
"612","12b15","12",2015,1,192,1,203
"613","12b15","12",2015,1,192,1,204
"614","12b15","12",2015,1,192,1,205
"615","12b15","12",2015,1,192,1,206
"616","12b15","12",2015,1,192,1,207
"617","12b15","12",2015,1,192,1,208
"618","12b15","12",2015,1,192,1,209
"619","12b15","12",2015,1,192,1,210
"620","12b15","12",2015,1,192,1,211
"621","12b15","12",2015,1,192,1,212
"622","12b15","12",2015,1,192,1,213
"623","12b15","12",2015,1,192,1,214
"624","12b15","12",2015,1,192,1,215
"625","12b15","12",2015,1,192,1,216
"626","12b15","12",2015,1,192,1,217
"627","12b15","12",2015,1,192,1,218
"628","12b15","12",2015,1,192,1,219
"629","12b15","12",2015,1,192,1,220
"630","12b15","12",2015,1,192,1,221
"631","12b17","12",2017,0,190,1,190
"632","12b17","12",2017,0,190,1,191
"633","12b17","12",2017,0,190,1,192
"634","12b17","12",2017,0,190,1,193
"635","12b17","12",2017,0,190,1,194
"636","12b17","12",2017,0,190,1,195
"637","12b17","12",2017,0,190,1,196
"638","12b17","12",2017,0,190,1,197
"639","12b17","12",2017,0,190,1,198
"640","12b17","12",2017,0,190,1,199
"641","12b17","12",2017,0,190,1,200
"642","12b17","12",2017,0,190,1,201
"643","12b17","12",2017,0,190,1,202
"644","12b17","12",2017,0,190,1,203
"645","12b17","12",2017,0,190,1,204
"646","12b17","12",2017,0,190,1,205
"647","12b17","12",2017,0,190,1,206
"648","12b17","12",2017,0,190,1,207
"649","12b17","12",2017,0,190,1,208
"650","12b17","12",2017,0,190,1,209
"651","12b17","12",2017,0,190,1,210
"652","12b17","12",2017,0,190,1,211
"653","12b17","12",2017,0,190,1,212
"654","12b17","12",2017,0,190,1,213
"655","12b17","12",2017,0,190,1,214
"656","12b17","12",2017,0,190,1,215
"657","12b17","12",2017,0,190,1,216
"658","12b17","12",2017,0,190,1,217
"659","12b17","12",2017,0,190,1,218
"660","12b17","12",2017,0,190,1,219
"661","12bk14","12",2014,0,186,1,186
"662","12bk14","12",2014,0,186,1,187
"663","12bk14","12",2014,0,186,1,188
"664","12bk14","12",2014,0,186,1,189
"665","12bk14","12",2014,0,186,1,190
"666","12bk14","12",2014,0,186,1,191
"667","12bk14","12",2014,0,186,1,192
"668","12bk14","12",2014,0,186,1,193
"669","12bk14","12",2014,0,186,1,194
"670","12bk14","12",2014,0,186,1,195
